Unnamed: 0,text,possibly_sensitive,created_at.x,reply_settings,conversation_id,author_id,lang,id,protected,location,url,profile_image_url,verified,username,created_at.y,name,description,public_metrics.x_retweet_count,public_metrics.x_reply_count,public_metrics.x_like_count,public_metrics.x_quote_count,public_metrics.x_impression_count,public_metrics.y_followers_count,public_metrics.y_following_count,public_metrics.y_tweet_count,public_metrics.y_listed_count,in_reply_to_user_id,pinned_tweet_id,geo_place_id,text_with_display_links,reply.to.thread.no.term
84,@volleypc @RedTRaccoon Just ask the city of St. Petersburg Florida who has dumped sewage into Tampa Bay several times.....😳😳😳😳. ,False,2018-09-12 00:34:49,everyone,1039662873570672642,42093105,en,1039673651354841088,False,"Florida, USA",,https://pbs.twimg.com/profile_images/1590855983441526787/Z0JK7Zkq_normal.jpg,False,VPVP1957,2009-05-23T20:37:19.000Z,VLP 🖖,"Proud Democrat in a growing scourge of MAGA Floridians.
Don't let YOUR freedoms get stripped from OUR country!
#SupportBlue ANYTIME you can.",0,1,1,0,0,751,1767,70993,16,17529457.0,1.5653241304797512e+18,,@volleypc @RedTRaccoon Just ask the city of St. Petersburg Florida who has dumped sewage into Tampa Bay several times.....😳😳😳😳,False
85,Fish kills suggest red tide resurgence at some Pinellas Co. beaches  people have to stop with all the massive amounts of lawn care products before this is going to stop south tampa is a major problem plus st pete sewer spills. https   www fox13news com news local news fish kills suggest red tide resurgence at some pinellas co beaches,False,2018-10-12 00:44:45,everyone,1050547789288091648,953645424598044672,en,1050547789288091648,False,"Plant City, FL",,https://pbs.twimg.com/profile_images/1391112220495552513/4-IqLzaF_normal.jpg,False,Rmullins8,2018-01-17T15:09:21.000Z,Rmullins,hired turning wrenches,0,0,0,0,0,58,56,6076,1,,,,Fish kills suggest red tide resurgence at some Pinellas Co. beaches https://t.co/GjK0DApp4h people have to stop with all the massive amounts of lawn care products before this is going to stop south tampa is a major problem plus st pete sewer spills,False
86,"@DrBellinger @phosphoria31 Sorry, but you need to do your homework. And there is more, instead of fixing the sewer discharge into the Gulf of Mexico by St Pete Dem mayor Kriseman, he spends millions on art.. ",False,2018-10-28 22:06:32,everyone,1054515602403024897,892122942,en,1056668563140960261,False,,,https://pbs.twimg.com/profile_images/757341317403807745/AfBbgjJF_normal.jpg,False,wiredterrier,2012-10-20T00:28:57.000Z,Fox Terrier,,0,1,0,0,0,658,800,180495,65,2666295065.0,,,"@DrBellinger @phosphoria31 Sorry, but you need to do your homework. And there is more, instead of fixing the sewer discharge into the Gulf of Mexico by St Pete Dem mayor Kriseman, he spends millions on art.",False
87,"@winwan208 @danichols80 @AndrewGillum @NRA Red tide is caused by failed democrat administrations using pesticides in direct opposition to science. The runoff ends up in Lake Okochobee. Not that smart, are you? Additionally, the mayor of st Pete, Kriseman let raw sewage pump into the bay because he doesn’t care.. ",False,2018-11-01 18:38:44,everyone,1057997485170405377,189159732,en,1058065819949772802,False,The beach::Florida,,https://pbs.twimg.com/profile_images/1555668614577012737/mfZ970zz_normal.jpg,False,Iloveperfumeso,2010-09-10T14:52:49.000Z,Angela G⬛️⬛️⬛️⬛️⬛️⬛️,"Great Republic of Texas native transplanted to Florida🐊::Constitutional Conservative::Supporter of Article V, COS::Our Individual Rights come from God",0,0,0,0,0,1736,2568,120795,7,2540503788.0,,,"@winwan208 @danichols80 @AndrewGillum @NRA Red tide is caused by failed democrat administrations using pesticides in direct opposition to science. The runoff ends up in Lake Okochobee. Not that smart, are you? Additionally, the mayor of st Pete, Kriseman let raw sewage pump into the bay because he doesn’t care.",False
88,@WaterWarriorOne Pinellas county confirms it’s red tide in Boca Ciega Bay. They say they have had no reports of sewage spills. . https   twitter com NicoleSGrigg status 1059867554515206144,False,2018-11-07 17:57:53,everyone,1060229868783308800,17068891,en,1060229868783308800,False,"Phoenix, AZ",,https://pbs.twimg.com/profile_images/1499812621926629376/iMGug7d-_normal.jpg,True,NicoleSGrigg,2008-10-30T16:49:12.000Z,Nicole Grigg,Emmy award 🏆 winning reporter for @abc15 📺 AZ native 🌵Mama x 🧒🏽🧒🏽👧🏽 ASU Cronkite grad ☀️ 👿 Previous stations 🎤 MT:OH:FL:AZ,0,0,0,1,0,15939,2398,24307,266,2836941396.0,1.4157811614695793e+18,,@WaterWarriorOne Pinellas county confirms it’s red tide in Boca Ciega Bay. They say they have had no reports of sewage spills. https://t.co/hyMVOUHzL5,False
89,"@Kriseman @TB_Times Here's another. Course, Tampa, unlike St. Pete, wasn't a subject of state investigation for its massive spills nor hit with a $300+ consent order. Context is key.   Here's another example of our regional sewage coverage: . http   www tampabay com news localgovernment hurricane hermine leaves tampa bay befouled 2292130",False,2018-12-07 17:38:10,everyone,1071058291378274304,17873369,en,1071096545012002816,False,"Tampa, FL",https://t.co/uISsduaLRA,https://pbs.twimg.com/profile_images/1169326335266873344/TEB8ae5V_normal.jpg,True,CharlieFrago,2008-12-04T18:03:12.000Z,Charlie Frago,Tampa City Hall reporter for @TB_Times. Formerly covered St. Petersburg and Clearwater. Retweets and Favorites aren't endorsements.,0,2,1,0,0,4927,3737,14783,155,17873369.0,,,"@Kriseman @TB_Times Here's another. Course, Tampa, unlike St. Pete, wasn't a subject of state investigation for its massive spills nor hit with a $300+ consent order. Context is key.   Here's another example of our regional sewage coverage: https://t.co/cu4obVgLct",False
90,Reclaimed water leak stopped overnight near Lynn Lake.  Details here:   . http   www stpete org internal news detail_T2_R999 php. https   twitter com StPetePW status 1073304924417605633 photo 1,False,2018-12-13 19:53:29,everyone,1073304924417605633,804048043804860418,en,1073304924417605633,False,"St Petersburg, FL",https://t.co/jwvaQaGS1b,https://pbs.twimg.com/profile_images/1075104834280439811/bS7JlS49_normal.jpg,False,StPetePW,2016-11-30T19:42:46.000Z,St. Pete Public Works,This is the official Twitter account dedicated to news releases and ongoing information from the City of St. Petersburg Public Works Department.,0,0,0,0,0,776,39,1701,21,,,,Reclaimed water leak stopped overnight near Lynn Lake.  Details here:  https://t.co/NgK0FOkJrw https://t.co/Op0t28KN2Q,False
91,@TimGruters @JoeGruters StPete dumps 100’s K of gallons of raw sewage into Tampa Bay. It’s ridiculous. ,False,2018-12-20 03:47:42,everyone,1075433449622769665,22647909,en,1075598591555624960,False,"Tampa, Florida",https://t.co/2pICTD3oNB,https://pbs.twimg.com/profile_images/770287879008378881/XIZ9XFci_normal.jpg,False,anthonypedicini,2009-03-03T17:22:12.000Z,Anthony Pedicini,#political #strategist & #history student #FSU alumnus. Love fine wine finer #Scotch & finest cigars. #Catholic in belief. #Hockey & #hunting,0,0,2,0,0,2211,790,19244,48,239074040.0,,dc62519fda13b4ec,@TimGruters @JoeGruters StPete dumps 100’s K of gallons of raw sewage into Tampa Bay. It’s ridiculous,False
92,"“These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted in more than a billion gallons of wastewater being dumped, hundreds of millions of which made it to Tampa Bay.” . https   www tampabay com news publicsafety st petersburg dumps 70000 gallons of wastewater over the weekend 20181224",False,2018-12-26 04:05:47,everyone,1077777469405622272,32508227,en,1077777469405622272,False,"St. Petersburg,  Florida ",,https://pbs.twimg.com/profile_images/2389957309/ebl15y707sd4aza3djp8_normal.jpeg,False,harrelcat,2009-04-17T18:20:42.000Z,Cathy Harrelson,"St Pete Sustainability Council, Urban Forestry, Pinellas Dem Enviro Caucus; clean energy & water; mom/grandma, Rays fan, planet's burning down stop arguing!!",0,0,0,0,0,1267,2862,7615,17,,4.598333130843218e+17,,"“These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted in more than a billion gallons of wastewater being dumped, hundreds of millions of which made it to Tampa Bay.” https://t.co/SO8Br5MdCG",False
93,"Planning to visit the Tampa Bay area? Be aware That Tampa, St. Petersburg &amp; Clearwater have made another large sewage dump into Tampa Bay and the Gulf of Mexico. Sewage dumping is an ongoing problem. Don’t let your family, especially kids, go into the water. Same for pets.. ",False,2018-12-26 22:08:50,everyone,1078050027665281025,817708036152295424,en,1078050027665281025,False,,,https://pbs.twimg.com/profile_images/1445037691310116868/1npU_Ckc_normal.jpg,False,LinSooMoon,2017-01-07T12:22:42.000Z,Lin Soo,"Pass Freedom to Vote Act & John Lewis Voting Rights Act
Abolish the Filibuster
Abolish the Electoral College",4,0,2,0,0,1243,531,75043,4,,,,"Planning to visit the Tampa Bay area? Be aware That Tampa, St. Petersburg &amp; Clearwater have made another large sewage dump into Tampa Bay and the Gulf of Mexico. Sewage dumping is an ongoing problem. Don’t let your family, especially kids, go into the water. Same for pets.",False
96,"""These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted in more than a billion gallons of wastewater being dumped, hundreds of millions of which made it to Tampa Bay."" . https   www tampabay com news publicsafety st petersburg dumps 70000 gallons of wastewater over the weekend 20181224",False,2018-12-27 14:00:02,everyone,1078289407055147008,716472581625282560,en,1078289407055147008,False,"Florida, USA",https://t.co/OaReLQmfJ8,https://pbs.twimg.com/profile_images/889557316533706752/h7grxDfc_normal.jpg,False,SaveFLWatersNow,2016-04-03T03:49:09.000Z,🌊Florida Waters💦,"Spreading awareness about the environmental devastation our beautiful state is currently suffering, especially to our most precious resource: water.",1,0,0,0,0,560,246,7676,29,,9.038144898580356e+17,,"""These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted in more than a billion gallons of wastewater being dumped, hundreds of millions of which made it to Tampa Bay."" https://t.co/1ZNiRmu4M4",False
99,"@BloombergDotOrg @StPeteFL That’s great, but St Pete really needs help not releasing tons of raw sewage into the gulf every time it rains really hard.. ",False,2019-01-04 23:55:40,everyone,1080881875948920832,4738110676,en,1081338404082761728,False,,,https://pbs.twimg.com/profile_images/1586869514599268355/hI1H66lw_normal.jpg,False,jobahawk,2016-01-07T21:07:04.000Z,Jo Boomer,"May a big blue bird poop on Muskie’s head. it’s good luck, you know.",0,0,0,0,0,1060,1423,13970,1,370808273.0,9.649461105561354e+17,,"@BloombergDotOrg @StPeteFL That’s great, but St Pete really needs help not releasing tons of raw sewage into the gulf every time it rains really hard.",False
100,"@FLGovScott Insurance costs are killing me!
Broward county needs investigation , it's stinks from the sheriff office to elections board.
Mayor of StPete openly dumps sewage in the gulf. Enough already. ",False,2019-01-07 21:03:43,everyone,1082337320437731330,1017111289389338625,en,1082382295443668992,False, Central Florida Beach bar,,https://pbs.twimg.com/profile_images/1090668963464384512/y73aBJxF_normal.jpg,False,fedup_isee,2018-07-11T18:20:03.000Z,IseeQpeople,"Cynical jaded truth searcher, grower of forests, MAGA . Free people don't ask for permission! Taxation is theft. End the fed. Red word follower of Jesus.",0,0,1,0,0,809,999,3762,0,131546062.0,1.1211284090301112e+18,,"@FLGovScott Insurance costs are killing me!
Broward county needs investigation , it's stinks from the sheriff office to elections board.
Mayor of StPete openly dumps sewage in the gulf. Enough already",False
101,@TB_Times Lol. St. Pete tackling climate change by dumping sewage in the bay. Get out of here.. ,False,2019-01-08 04:07:41,everyone,1082487057166012417,2472805949,en,1082488989326737410,False,"Florida, USA",,https://pbs.twimg.com/profile_images/1543014080310542338/qRRM2gYf_normal.jpg,False,kfgravy,2014-04-10T00:20:06.000Z,Kevin on Earth,Tampa Bay Sports•Tough Love•Metal•DIY•Movies•Don’t give up•Apologetics•Critical Thinking•Acerbic sense of humor•✝️•pronouns:yahtzee/pickle,0,1,1,0,0,751,1813,44704,24,14304462.0,1.4737305938547917e+18,,@TB_Times Lol. St. Pete tackling climate change by dumping sewage in the bay. Get out of here.,False
102,"Short forum tonight under 45 minutes. Story soon. But my old beat came up. @harrycohen2019 closed up by saying infrastructure would be a cornerstone of his campaign ""so we don't become a Flint, MI or, God forbid, St. Pete, that's dumping sewage into the bay."" #tampamayor2019.. ",False,2019-01-09 00:46:41,everyone,1082800794141904898,17873369,en,1082800794141904898,False,"Tampa, FL",https://t.co/uISsduaLRA,https://pbs.twimg.com/profile_images/1169326335266873344/TEB8ae5V_normal.jpg,True,CharlieFrago,2008-12-04T18:03:12.000Z,Charlie Frago,Tampa City Hall reporter for @TB_Times. Formerly covered St. Petersburg and Clearwater. Retweets and Favorites aren't endorsements.,1,1,1,1,0,4927,3737,14783,155,,,,"Short forum tonight under 45 minutes. Story soon. But my old beat came up. @harrycohen2019 closed up by saying infrastructure would be a cornerstone of his campaign ""so we don't become a Flint, MI or, God forbid, St. Pete, that's dumping sewage into the bay."" #tampamayor2019.",False
104,@RonDeSantisFL Thanks for getting rid of Sheriff Israel.Please don't stop. St Pete mayor dumps raw sewage in gulf and we had worst red tide in yrs. I voted for you and have great expectations for you. Fix Broward county corruption. Thanks and good luck!. ,False,2019-01-09 11:18:00,everyone,1082821646703120385,1017111289389338625,en,1082959670564786176,False, Central Florida Beach bar,,https://pbs.twimg.com/profile_images/1090668963464384512/y73aBJxF_normal.jpg,False,fedup_isee,2018-07-11T18:20:03.000Z,IseeQpeople,"Cynical jaded truth searcher, grower of forests, MAGA . Free people don't ask for permission! Taxation is theft. End the fed. Red word follower of Jesus.",0,0,0,0,0,809,999,3762,0,487297085.0,1.1211284090301112e+18,,@RonDeSantisFL Thanks for getting rid of Sheriff Israel.Please don't stop. St Pete mayor dumps raw sewage in gulf and we had worst red tide in yrs. I voted for you and have great expectations for you. Fix Broward county corruption. Thanks and good luck!,False
105,"@stevedawgs @GrahamBrink @TB_Times Correct, at present all the raw sewage from the idealists in St Petersburg is getting dumped into Tampa Bay. So let's not worry about that, let's add more sewage and blame it all on President Trump as Liberal tool's always do.. ",False,2019-01-24 22:13:18,everyone,1088529047217455105,4063344855,en,1088560400336146433,False,United States,,https://pbs.twimg.com/profile_images/915324037831774208/2XuWMNvS_normal.jpg,False,JohnGor19801107,2015-10-28T21:43:21.000Z,Citizen John,"Husband, Father, Grandfather & USA citizen.
MAGA
Christian. Conservative. 
Protect the Constitution & 2A.",0,0,0,0,0,857,3230,5797,1,1626059071.0,1.4149681688718664e+18,,"@stevedawgs @GrahamBrink @TB_Times Correct, at present all the raw sewage from the idealists in St Petersburg is getting dumped into Tampa Bay. So let's not worry about that, let's add more sewage and blame it all on President Trump as Liberal tool's always do.",False
106,@cdillow @Patrice_Brost1 St. Pete is one of my favorite places. I love the Dali museum there. And the Gulf is so beautiful and so much different than the Atlantic. I do miss Florida. But they kept dumping sewage in my river and I couldn't even take the dogs there anymore. Scott destroyed the environment. ,False,2019-02-07 23:33:55,everyone,1093538445958483968,1013902734498652161,en,1093654117866627079,False,Florida,https://t.co/fyyyhSeXom,https://pbs.twimg.com/profile_images/1581990148849520640/QVjvrHxc_normal.jpg,False,savinggrace1969,2018-07-02T21:50:24.000Z,@savinggrace1969🇺🇸🏴‍☠️,"Loves democracy, dogs,horses,cannabis. Hates fascist assholes. There will be swearing  #BLM #bigdog #FUDeSantis #RareDisease  #cannabiscommunity🌈🍄",0,2,0,0,0,8233,8691,38301,4,20147053.0,1.0732211782008996e+18,,@cdillow @Patrice_Brost1 St. Pete is one of my favorite places. I love the Dali museum there. And the Gulf is so beautiful and so much different than the Atlantic. I do miss Florida. But they kept dumping sewage in my river and I couldn't even take the dogs there anymore. Scott destroyed the environment,False
107,"Mayor of StPete doesn't care about your kids or the environment. What he really wants to do is raise your taxes.
Dump sewage in Gulf.
Disgraceful. . https   twitter com Kriseman status 1095498359954116608",False,2019-02-13 11:14:25,everyone,1095642344441958401,1017111289389338625,en,1095642344441958401,False, Central Florida Beach bar,,https://pbs.twimg.com/profile_images/1090668963464384512/y73aBJxF_normal.jpg,False,fedup_isee,2018-07-11T18:20:03.000Z,IseeQpeople,"Cynical jaded truth searcher, grower of forests, MAGA . Free people don't ask for permission! Taxation is theft. End the fed. Red word follower of Jesus.",0,0,0,0,0,809,999,3762,0,,1.1211284090301112e+18,,"Mayor of StPete doesn't care about your kids or the environment. What he really wants to do is raise your taxes.
Dump sewage in Gulf.
Disgraceful. https://t.co/DZwuMMhZcv",False
108,Another sycophant from St Pete. This is the mayor that 400 million gallons of raw sewage in the Gulf of Mexico and you're just so glad to meet him. . https   twitter com brucejijones status 1096164581444067328,False,2019-02-14 23:06:36,everyone,1096183958205796352,1017111289389338625,en,1096183958205796352,False, Central Florida Beach bar,,https://pbs.twimg.com/profile_images/1090668963464384512/y73aBJxF_normal.jpg,False,fedup_isee,2018-07-11T18:20:03.000Z,IseeQpeople,"Cynical jaded truth searcher, grower of forests, MAGA . Free people don't ask for permission! Taxation is theft. End the fed. Red word follower of Jesus.",0,0,0,0,0,809,999,3762,0,,1.1211284090301112e+18,,Another sycophant from St Pete. This is the mayor that 400 million gallons of raw sewage in the Gulf of Mexico and you're just so glad to meet him. https://t.co/rc0vs4G0qZ,False
109,"In the past three years, more than 1 billion gallons (3.8 billion liters) of #wastewater has been dumped in the Tampa - St Pete - Clearwater area, and much of it made it into Tampa Bay  #tampa #stpete #clearwater #sewage. https   wusfnews wusf usf edu environment 2018 12 25 report 3 florida cities responsible for wastewater spills",False,2019-02-25 00:00:28,everyone,1099821394425270272,1088196428961406976,en,1099821394425270272,False,,https://t.co/AR8sz1dyFZ,https://pbs.twimg.com/profile_images/1088562451866501120/isA81Jbq_normal.jpg,False,awsproject,2019-01-23T22:07:01.000Z,American Water Security Project,"Promoting the need for #sewage and #wastewater #infrastructure upgrades and repairs, #ethical treatment of wastewater, and protection of our nation's waters",1,0,2,0,0,92,95,1368,1,,,,"In the past three years, more than 1 billion gallons (3.8 billion liters) of #wastewater has been dumped in the Tampa - St Pete - Clearwater area, and much of it made it into Tampa Bay https://t.co/DkEkBwTDuR #tampa #stpete #clearwater #sewage",False
111,"State Rep. Wengay Newton (D) @NEWTFL argues for preemption of local plastic straw bans by pointing to sewage spills from St. Pete Beach, which also banned plastic straws. ""I think they [spills] did a lot more damage to fish than straws ever did,"" he said.. ",False,2019-03-26 17:47:32,everyone,1110599178701467648,17157230,en,1110599178701467648,False,"Tallahassee, Florida",,https://pbs.twimg.com/profile_images/236991551/5-21-09_Bruce_capitol_small_normal.jpg,True,bruceritchie,2008-11-04T14:46:25.000Z,Bruce Ritchie,"POLITICO Florida environment/energy reporter, grad Univ of S. Carolina, Univ of Florida",0,0,0,0,0,5177,1418,9152,327,,,,"State Rep. Wengay Newton (D) @NEWTFL argues for preemption of local plastic straw bans by pointing to sewage spills from St. Pete Beach, which also banned plastic straws. ""I think they [spills] did a lot more damage to fish than straws ever did,"" he said.",False
112,@Kriseman @CrossBayFerryTB @StPetePier Just gonna lay this out there. You are ruining our streets with all these unused bike lanes. The homeless and setting up permanent residence in South St Pete and you keeping dumping sewage in the bay. Maybe you ought to quit show boating and actually work on real issues.. ,False,2019-04-17 02:09:19,everyone,1118226507724460032,1626059071,en,1118335599189078017,False,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,stevedawgs,2013-07-27T18:22:55.000Z,steve schroeder,,0,0,1,0,0,90,224,7087,1,62009570.0,,,@Kriseman @CrossBayFerryTB @StPetePier Just gonna lay this out there. You are ruining our streets with all these unused bike lanes. The homeless and setting up permanent residence in South St Pete and you keeping dumping sewage in the bay. Maybe you ought to quit show boating and actually work on real issues.,False
113,"@JasonBeisel @stevedawgs Actually totally invalid points. No one's dumping sewage in the bay. St. Pete sewer system is not ""overburdened"" &amp; can handle growth. Speaking of, we need buses/BRT to carry people more efficiently across our city. Banning single use plastics (noted by Gov. &amp; DEP) = smart policy.. ",False,2019-05-11 01:30:27,everyone,1126979586095558657,23438841,en,1127023126410297345,False,"St Petersburg, FL",https://t.co/vDfHet0PhR,https://pbs.twimg.com/profile_images/1560741994955161608/ZZayHWrg_normal.jpg,False,benjaminjkirby,2009-03-09T14:10:30.000Z,Benjamin J. Kirby,Writing + PR + communications + stories + more || Dad x3 + married to @kkmarolf,0,2,2,0,0,2990,4400,21619,88,365605146.0,,,"@JasonBeisel @stevedawgs Actually totally invalid points. No one's dumping sewage in the bay. St. Pete sewer system is not ""overburdened"" &amp; can handle growth. Speaking of, we need buses/BRT to carry people more efficiently across our city. Banning single use plastics (noted by Gov. &amp; DEP) = smart policy.",False
114,@RyanMaue Reminds me of when St Pete built a new sewage waist plant.. And then the idiots closed the other one. So now every time a big storm comes through they dump 100 millions of gallons of sewage into Boca Ciega Bay... ,False,2019-06-07 21:02:15,everyone,1137101617524854784,283777341,en,1137102492825804800,False,Florida/Levy County Florida,,https://pbs.twimg.com/profile_images/1597750975053406209/jTFLP5B-_normal.jpg,False,Stormboat,2011-04-18T00:52:15.000Z,Daniel Pollard,Storm chaser/Sun chaser,0,1,0,0,0,379,646,12870,11,16117029.0,1.2338609287535575e+18,,@RyanMaue Reminds me of when St Pete built a new sewage waist plant.. And then the idiots closed the other one. So now every time a big storm comes through they dump 100 millions of gallons of sewage into Boca Ciega Bay..,False
115,@p4tch3sup @JPPetersonSprts Yep!! like making sure St.Pete can handle their sewage and stops dumping shit into Tampa Bay.. ,False,2019-06-25 14:23:35,everyone,1143460838130495490,733277266185224193,en,1143525149083340800,False,"Tampa, FL",,https://pbs.twimg.com/profile_images/1189150654796894213/Ho9FA6wT_normal.jpg,False,joelkapp,2016-05-19T12:44:58.000Z,Joel Kapp,Proud father and lover of life. Addicted angler and family man. Advocate for my boy that has #autism. It doesn't define him.,0,0,1,0,0,141,426,3643,1,550418514.0,,,@p4tch3sup @JPPetersonSprts Yep!! like making sure St.Pete can handle their sewage and stops dumping shit into Tampa Bay.,False
116,"Welcome to Florida where anything that can go wrong does.  Now, it's turning into placing sewage into beach water while cities are at it.
#FloridaSewage
. https   www tampabay com st petersburg raw sewage discharged from manhole on eden isle in st petersburg 20190708",False,2019-07-09 01:52:56,everyone,1148409671012757504,1598574949,en,1148409671012757504,False,"Lake Worth Beach, FL",,https://pbs.twimg.com/profile_images/378800000169071701/0d4449d5585d98df52f92377b6212539_normal.png,False,democraticbear,2013-07-16T14:37:04.000Z,Adam B. Bear,Lifelong Partisan Democrat; Fmr. Civil Defense Counsel; Fmr. State Prosecutor; Epilepsy Foundation; FL Dems; South Florida. 🌴💉,7,0,3,1,0,18454,15233,75754,129,,1.5431127917621125e+18,,"Welcome to Florida where anything that can go wrong does.  Now, it's turning into placing sewage into beach water while cities are at it.
#FloridaSewage
https://t.co/NL29D5BfE7",False
123,@ScottPresler The St Pete area   Everything south of Clearwater needs a push red! They can’t even manage sewage when it storms and dump millions and millions of raw sewage into Tampa Bay. It took years to get the coral to grow again. We need conservative level headed leadership there!!. ,False,2019-07-16 19:20:40,everyone,1151181938423750657,2762144313,en,1151210057096450049,False,United States,https://t.co/jsSvp5UNR6,https://pbs.twimg.com/profile_images/1466411720038133776/IZoAHZZ8_normal.jpg,False,CaptFender,2014-09-05T18:45:53.000Z,🇺🇸Captain Buddy Fender🇺🇸,⚔️God fearing 🙏 #2A Patriot🇺🇸 Urban Redneck ✝️I Love Christ ✝️If my dogs don’t trust you I probably won’t 🐶 Followed by Mayra Flores and Scott Presler 🇺🇸,1,0,3,0,0,50268,37463,13301,7,931286316.0,1.2685076907262976e+18,,@ScottPresler The St Pete area   Everything south of Clearwater needs a push red! They can’t even manage sewage when it storms and dump millions and millions of raw sewage into Tampa Bay. It took years to get the coral to grow again. We need conservative level headed leadership there!!,False
124,"@tbtnewspaper @TB_Times ST. PETERSBURG MAYOR RICK KRISEMAN NEEDS TO STOP DUMPING HUMAN WASTE INTO THE GULF EVERY TIME WE HAVE A STORM. THIS IS NOT ONLY SICKENING BUT COULD IT BE THE CAUSE OF ALL THE DISEASE IN THE WATER NOW?
FIX YOUR SEWAGE PROBLEMS NOW.. ",False,2019-07-30 17:58:12,everyone,1156217889424367616,1146580871383834624,en,1156262731449872386,False,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,Southernstorm6,2019-07-04T00:45:56.000Z,Southernstorm Lady,"Trump girl all the way!
I love the outdoors and fishing.
Stop the violence.Choose to be a good person,think for yourself not what people pressure you to believe",1,0,0,0,0,126,174,12465,0,19196229.0,,,"@tbtnewspaper @TB_Times ST. PETERSBURG MAYOR RICK KRISEMAN NEEDS TO STOP DUMPING HUMAN WASTE INTO THE GULF EVERY TIME WE HAVE A STORM. THIS IS NOT ONLY SICKENING BUT COULD IT BE THE CAUSE OF ALL THE DISEASE IN THE WATER NOW?
FIX YOUR SEWAGE PROBLEMS NOW.",False
126,"MAYOR RICK KRISEMAN  DEMOCRAT  MAYOR IN ST PETE FLORIDA DUMPS MILLIONS OF GALLONS OF RAW SEWAGE,  SHIT  INTO THE GULF OF MEXICO EVERY TIME WE HAVE A BIG STORM.
FIX YOUR PROBLEM!!!
STOP RUINING  OUR GULF WATER.
DO YOUR JOB.. ",False,2019-08-02 00:51:56,everyone,1157091626961068036,1146580871383834624,en,1157091626961068036,False,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,Southernstorm6,2019-07-04T00:45:56.000Z,Southernstorm Lady,"Trump girl all the way!
I love the outdoors and fishing.
Stop the violence.Choose to be a good person,think for yourself not what people pressure you to believe",1,0,0,0,0,126,174,12465,0,,,,"MAYOR RICK KRISEMAN  DEMOCRAT  MAYOR IN ST PETE FLORIDA DUMPS MILLIONS OF GALLONS OF RAW SEWAGE,  SHIT  INTO THE GULF OF MEXICO EVERY TIME WE HAVE A BIG STORM.
FIX YOUR PROBLEM!!!
STOP RUINING  OUR GULF WATER.
DO YOUR JOB.",False
128,@stpeteman1771 @Kriseman St Pete has been dumping untreated sewage into the bay in the past and it's still not resolved.  Fix it first before politicians get $$$$ from the taxpayers =endless supply.  The bay was 4-6 degrees warmer this year.. ,False,2019-08-19 15:56:05,everyone,1163173253856337921,591447395,en,1163479757222268928,False,,,https://pbs.twimg.com/profile_images/1465408560737796102/XWyBkBfD_normal.jpg,False,artist57101,2012-05-27T02:46:03.000Z,Charlotte,🎨📚 💚 National Parks🍀 I retweet different points of view.,0,0,0,0,0,122,253,22133,10,73819545.0,1.354467237902639e+18,,@stpeteman1771 @Kriseman St Pete has been dumping untreated sewage into the bay in the past and it's still not resolved.  Fix it first before politicians get $$$$ from the taxpayers =endless supply.  The bay was 4-6 degrees warmer this year.,False
129,"So back to Tampa Bay area again and it's sewer problems.

This was December 2018
""St. Petersburg has spilled 2 million gallons of wastewater in the last three months"" 
#SaveOurWater
. https   www tampabay com st petersburg st petersburg has spilled 2 million gallons of wastewater in the last three months 20181207",False,2019-08-22 19:12:17,everyone,1164587228129091586,578516563,en,1164616298741075968,False,,,https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg,False,gporter812,2012-05-13T00:32:41.000Z,gary,"Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.",0,1,0,0,0,438,413,53379,3,578516563.0,1.5984751941543404e+18,,"So back to Tampa Bay area again and it's sewer problems.

This was December 2018
""St. Petersburg has spilled 2 million gallons of wastewater in the last three months"" 
#SaveOurWater
https://t.co/fntJJiOvdG",False
130,"@plantlady293 @maga_proud St Petersburg Florida had dumped 400,000 gallons of raw sewage into Tampa Bay. They continue to allow building many high-rise condos downtown, but I don’t see impact fees to help upgrade the infrastructure and sewage system! #PrayforMotherEarth. ",False,2019-08-23 12:36:42,everyone,1164864818744123392,2908484667,en,1164879132871802881,False,"Florida, USA",https://t.co/FDusM5hCCM,https://pbs.twimg.com/profile_images/632884777926836224/iu5-P7oc_normal.jpg,False,LVN4freedom,2014-12-06T23:53:56.000Z,Sue Ontiveros,"Entrepreneur, Health Enthusiast, Anti-Aging, Colon Therapist,",0,1,1,0,0,131,629,615,2,1254645558.0,,,"@plantlady293 @maga_proud St Petersburg Florida had dumped 400,000 gallons of raw sewage into Tampa Bay. They continue to allow building many high-rise condos downtown, but I don’t see impact fees to help upgrade the infrastructure and sewage system! #PrayforMotherEarth",False
