Unnamed: 0,text,possibly_sensitive,id,author_id,conversation_id,in_reply_to_user_id,reply_settings,lang,created_at.x,username,profile_image_url,protected,name,url,verified,created_at.y,location,description,public_metrics.x_retweet_count,public_metrics.x_reply_count,public_metrics.x_like_count,public_metrics.x_quote_count,public_metrics.x_impression_count,public_metrics.y_followers_count,public_metrics.y_following_count,public_metrics.y_tweet_count,public_metrics.y_listed_count,pinned_tweet_id,text_with_display_links,reply.to.thread.no.term,geo_place_id
106,Somebody smarter than me has to explain why the Bucs or Lightning for that matter felt they lost millions in the BP Deepwater Horizon spill. Buccaneers quietly seeking millions in from BP's Deepwater Horizon oil spill via . sports yahoo tampa bay buccaneers dp deepwater horizon oil spill damages 001457350 html,False,1113415935115837441,2604088416,1113415935115837441,,everyone,en,2019-04-03 12:20:19,tometrics,https://pbs.twimg.com/profile_images/1420060562420117513/kddtGDjy_normal.jpg,False,Thomas Bassinger,https://t.co/2jOrRTi1jd,True,2014-07-04T20:59:00.000Z,Philadelphia,"Floating in a most peculiar way

@phillyinquirer editor

Co-author, Football Outsiders Almanac:
https://t.co/ezII8yilwd

https://t.co/FVszv37gqj",8,0,0,0,0,2673,944,30450,118,1.5468721162969498e+18,"RT @NFLSTROUD: Somebody smarter than me has to explain why the Bucs or Lightning for that matter felt they lost millions in the BP Deepwater Horizon spill. 

Buccaneers quietly seeking millions in compensation from BP's Deepwater Horizon oil spill https://t.co/Ow8LIGQFeL via @YahooSports",False,
107,When you have the least cap space in the league lmao.,False,1113416356815360000,2493144223,1113412580519874561,41407157.0,everyone,en,2019-04-03 12:22:00,Dontatme____2,https://pbs.twimg.com/profile_images/1569379238003834880/Ao2N9t0m_normal.jpg,False,Mike Evans is Him,,False,2014-05-13T15:18:45.000Z,,1.Mike Evans 2. Your WR,0,1,1,0,0,63,96,1873,0,1.392310796772954e+18,@NFLSTROUD @YahooSports When you have the least cap space in the league lmao,True,
108,Even billionaires won't say no to free money......,False,1113417010619322368,2922276448,1113412580519874561,41407157.0,everyone,en,2019-04-03 12:24:36,StankBastard,https://pbs.twimg.com/profile_images/1361809555441745920/XW8u1CUy_normal.jpg,False,Stank Bastard,https://t.co/oEMPGNqMrr,True,2014-12-15T00:56:12.000Z,Tampa FL,Tampa Bay Buccaneers Addict | Gave Up Sex For Tom Brady | Buccanidiots Podcast CEO | Loose Cannons Podcast | 🚫Shoes | @Buccanidiots #GoBucs #Bucs #Buccaneeers,0,0,4,0,0,10192,1247,40600,85,9.717463248644342e+17,@NFLSTROUD @YahooSports Even billionaires won’t say no to free money.....,True,
109,Somebody smarter than me has to explain why the Bucs or Lightning for that matter felt they lost millions in the BP Deepwater Horizon spill. Buccaneers quietly seeking millions in from BP's Deepwater Horizon oil spill via . sports yahoo tampa bay buccaneers dp deepwater horizon oil spill damages 001457350 html,False,1113417652129751040,3294143869,1113417652129751040,,everyone,en,2019-04-03 12:27:09,TBL_2020,https://pbs.twimg.com/profile_images/1519799348581875712/kWEG19cj_normal.jpg,False,⚡️⚡️⚡️⚡️⚡️,,False,2015-07-26T02:03:08.000Z,,,8,0,0,0,0,234,2723,54598,0,,"RT @NFLSTROUD: Somebody smarter than me has to explain why the Bucs or Lightning for that matter felt they lost millions in the BP Deepwater Horizon spill. 

Buccaneers quietly seeking millions in compensation from BP's Deepwater Horizon oil spill https://t.co/Ow8LIGQFeL via @YahooSports",False,
110,Somebody smarter than me has to explain why the Bucs or Lightning for that matter felt they lost millions in the BP Deepwater Horizon spill. Buccaneers quietly seeking millions in from BP's Deepwater Horizon oil spill via . sports yahoo tampa bay buccaneers dp deepwater horizon oil spill damages 001457350 html,False,1113419812552806400,185755178,1113419812552806400,,everyone,en,2019-04-03 12:35:44,jeremiepoplin,https://pbs.twimg.com/profile_images/1447914781319499776/2DGneuiA_normal.jpg,False,Jeremie Poplin,,True,2010-09-01T19:22:35.000Z,"Tulsa, OK",Sideline for @tulsafootball via @learfield. 1-4pm on @theblitz1170,8,0,0,0,0,4494,2458,88151,72,,"RT @NFLSTROUD: Somebody smarter than me has to explain why the Bucs or Lightning for that matter felt they lost millions in the BP Deepwater Horizon spill. 

Buccaneers quietly seeking millions in compensation from BP's Deepwater Horizon oil spill https://t.co/Ow8LIGQFeL via @YahooSports",False,
111,Rick youre a smart guy. The oil spill ravaged the local economy. Tourism plummeted and that had an effect on many businesses around the gulf. Especially big ones that rely on tourism and extra spending..,False,1113419968966795264,975375141872992258,1113412580519874561,41407157.0,everyone,en,2019-04-03 12:36:21,8One3hree,https://pbs.twimg.com/profile_images/1089491650152411137/UDH-CumW_normal.jpg,False,Mark,,False,2018-03-18T14:15:30.000Z,,,0,0,0,1,0,6,107,2014,0,,@NFLSTROUD @YahooSports Rick youre a smart guy. The oil spill ravaged the local economy. Tourism plummeted and that had an effect on many businesses around the gulf. Especially big ones that rely on tourism and extra spending.,True,
112,Probably claiming loss of attendance driven revenue due to financial hardship faced by fans. Will more than likely use attendance figures from 2007 2009 and them to years spill and argue the spill was why attendance dropped..,False,1113420020435038208,1263149353,1113412580519874561,41407157.0,everyone,en,2019-04-03 12:36:33,ajaaav,https://pbs.twimg.com/profile_images/1587128637429522432/CrBSvloJ_normal.jpg,False,ajaaav,,False,2013-03-12T23:47:12.000Z,,,0,0,2,0,0,127,215,13780,3,1.6053325129720177e+18,@NFLSTROUD @YahooSports Probably claiming loss of attendance driven revenue due to financial hardship faced by fans. Will more than likely use attendance figures from 2007-2009 and compare them to years post-spill and argue the spill was why attendance dropped.,True,
113,I really don't know to take this story since it came out on April 1 (the dumbest day on the calendar). Is this real or fake?.,False,1113421995323142144,337377526,1113412580519874561,41407157.0,everyone,en,2019-04-03 12:44:24,buckybolen,https://pbs.twimg.com/profile_images/1596865713700016130/iNRm86xR_normal.jpg,False,Bucky Bolen,,False,2011-07-17T23:01:59.000Z,"Charleston, SC",Air Force Vet. @GeorgiaSouthern Alum. Fan of the @floridagators/@Buccaneers/@TBLightning/@chelseafc/@usmnt/@uswnt. Future @wsop Main Event Champion.,0,0,0,0,0,160,2127,2793,3,8.798618817412137e+17,@NFLSTROUD @YahooSports I really don’t know to take this story since it came out on April 1 (the dumbest day on the calendar). Is this real or fake?,True,
114,It's a real story..,False,1113423433763835905,15601977,1113413681499529216,261038537.0,everyone,en,2019-04-03 12:50:07,gregauman,https://pbs.twimg.com/profile_images/1594378948930052097/iLL05Av5_normal.jpg,False,Greg Auman,https://t.co/pdgWVW2Zak,False,2008-07-25T18:52:57.000Z,"Tampa, Florida","Now covering the NFC South for @FOXsports — Bucs, Falcons, Panthers, Saints. On Bucs since 2013, previously @TheAthleticNFL. email greg.auman@fox.com.",0,1,0,0,0,62654,1411,229089,1853,1.6222927926126346e+18,@MattBurgner1 It's a real story.,True,
115,Gotta get that 2d round money . sports yahoo tampa bay buccaneers dp deepwater horizon oil spill damages 001457350 html,False,1113427548094988290,14668381,1113427548094988290,,everyone,en,2019-04-03 13:06:28,vinsane38,https://pbs.twimg.com/profile_images/1306970986529665025/RswvFNv4_normal.jpg,False,Lex Shrapnel,,False,2008-05-06T02:43:35.000Z,USA,Faith Fitness Family Freedom Finance Football (@Buccaneers ffl) (CMT638) well armed tree hugging libertarian hippie Christian. Former voice of Kissimmee Cobras,0,0,0,0,0,539,2318,12727,24,1.3491098511468708e+18,Gotta get that 2d round money https://t.co/OvaUxyvpeU,False,
116,I have been saying it for years. Deepwater Horizon is the sole reason the Bucs haven't made the playoffs. The fans are owed millions too..,False,1113430134948802560,773210855748009984,1113413681499529216,15601977.0,everyone,en,2019-04-03 13:16:45,JohnTavanyar,https://pbs.twimg.com/profile_images/865591180364591105/RSPYTjQd_normal.jpg,False,The Original John,,False,2016-09-06T17:26:48.000Z,,Bucs. Bolts. Florida State Seminoles.,0,0,1,0,0,24,74,1291,1,,@gregauman I have been saying it for years. Deepwater Horizon is the sole reason the Bucs haven't made the playoffs. The fans are owed millions too.,True,
117,They have to show attendence suffered. Doubt they have that data.,False,1113430718254845953,1089328322,1113412580519874561,41407157.0,everyone,en,2019-04-03 13:19:04,Srqhusky73,https://pbs.twimg.com/profile_images/707492124338561024/XB-klPCt_normal.jpg,False,SrqHusky,,False,2013-01-14T15:27:22.000Z,,,0,0,0,0,0,83,501,2940,2,,@NFLSTROUD @YahooSports They have to show attendence suffered.  Doubt they have that data,True,
118,. R9Hacker 1113435164850282496 photo 1,False,1113435164850282496,185184810,1113412580519874561,41407157.0,everyone,qme,2019-04-03 13:36:44,R9Hacker,https://pbs.twimg.com/profile_images/1343866969/image_normal.jpg,False,Darren Summers,,False,2010-08-31T12:21:25.000Z,,,0,0,0,0,0,60,536,643,2,,@NFLSTROUD @YahooSports https://t.co/2m7Sb23h9C,True,
119,bucs lost money because they put a crappy product on the field.,False,1113442470308794375,57932141,1113412580519874561,41407157.0,everyone,en,2019-04-03 14:05:46,bucksrq,https://pbs.twimg.com/profile_images/1466219882677161995/dszFaf_c_normal.jpg,False,Duthsty Rhothdes,,False,2009-07-18T13:29:22.000Z,Parts Unknown,🇺🇸🇺🇸🇺🇸 The Patriot; Life Coach & 76 Buc Fan,0,0,0,0,0,1308,4997,48065,17,9.900049962289644e+17,@NFLSTROUD @YahooSports bucs lost money because they put a crappy product on the field,True,
120,Wow that's ridiculous.,False,1113446602591617024,261038537,1113413681499529216,15601977.0,everyone,en,2019-04-03 14:22:11,burgner1_b,https://pbs.twimg.com/profile_images/1159261836610433024/mrMoD4sl_normal.jpg,False,Matt B,,False,2011-03-05T03:30:01.000Z,,,0,0,0,0,0,199,885,24472,4,,@gregauman Wow that’s ridiculous,True,f97108ab3c4a42ed
121,Good question I shook my head when reading that too..Did they lose alot of Greasy sea bird revenue?.,False,1113447042322509831,100058339,1113412580519874561,41407157.0,everyone,en,2019-04-03 14:23:56,OzzieRadio,https://pbs.twimg.com/profile_images/1287289081555288064/hiA6zj4m_normal.jpg,False,"𝙎𝙀𝘼𝙉 ""𝙊𝙕𝙕𝙄𝙀"" 𝙊𝙎𝘽𝙊𝙍𝙉𝙀",https://t.co/rVai3lnAdN,False,2009-12-28T22:00:53.000Z,"Florida, USA",OZZIE THE SPORTS JUNKIE SportsTalk personality /No boring safe Sports Talk /Shred Guitarist 35yrs CHAOTIC/Outrageous Sports talk for 2022/ Sports Junkie Radio,0,1,0,0,0,243,913,5432,3,,@NFLSTROUD @YahooSports Good question @NFLSTROUD   I shook my head when reading that too..Did they lose alot of Greasy sea bird revenue?,True,
122,What the shit??? . sports yahoo tampa bay buccaneers dp deepwater horizon oil spill damages 001457350 html,False,1113447345041989632,28807094,1113447345041989632,,everyone,en,2019-04-03 14:25:08,alandavis20,https://pbs.twimg.com/profile_images/1482702807933145090/LfFADHKD_normal.jpg,False,Alan Davis,,False,2009-04-04T15:01:39.000Z,PDX,Real G’s move in silence like Lasagna - Mike Evans,0,0,0,0,0,373,1512,7485,9,1.3480390695199334e+18,"What the shit??? 
https://t.co/pNv5fT95ht",False,
123,Come on Rick its not that hard to figure out..,False,1113450999178461186,733443828275765248,1113412580519874561,41407157.0,everyone,en,2019-04-03 14:39:39,atombomb418,https://pbs.twimg.com/profile_images/1418792297794256898/wHWzHXcQ_normal.jpg,False,Adam G,,False,2016-05-19T23:46:50.000Z,"Florida, USA",,0,0,0,0,0,92,593,3913,1,,@NFLSTROUD @YahooSports Come on Rick it’s not that hard to figure out.,True,
124,Don't tell me you're actually sticking up for BP?.,False,1113453246671200256,733443828275765248,1113412580519874561,41407157.0,everyone,en,2019-04-03 14:48:35,atombomb418,https://pbs.twimg.com/profile_images/1418792297794256898/wHWzHXcQ_normal.jpg,False,Adam G,,False,2016-05-19T23:46:50.000Z,"Florida, USA",,0,0,0,1,0,92,593,3913,1,,@NFLSTROUD @YahooSports Don’t tell me you’re actually sticking up for BP?,True,
125,Corporate welfare is wel by the already rich..,False,1113477158666670091,231597419,1113412580519874561,41407157.0,everyone,en,2019-04-03 16:23:36,LoganFranklin93,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,Logan Franklin,,False,2010-12-28T23:50:56.000Z,,,0,0,0,0,0,164,2825,9301,2,,@NFLSTROUD @YahooSports Corporate welfare is welcomed by the already rich.,True,
126,"That's how they got their stadium from local tax payers, why wouldn't that try to scam the federal government too?.",False,1113477322840203269,231597419,1113412580519874561,41407157.0,everyone,en,2019-04-03 16:24:15,LoganFranklin93,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,Logan Franklin,,False,2010-12-28T23:50:56.000Z,,,0,0,0,0,0,164,2825,9301,2,,"@NFLSTROUD @YahooSports That's how they got their stadium from local tax payers, why wouldn't that try to scam the federal government too?",True,
127,lack of tourism from that spill caused aided in lack of seat sales? idk.,False,1113481354170241024,1321384123,1113412580519874561,41407157.0,everyone,en,2019-04-03 16:40:16,Billy__Dingus,https://pbs.twimg.com/profile_images/1642350951225778176/dtldwTmS_normal.jpg,False,Billy_Dingus,https://t.co/7tJo3tgEdo,False,2013-04-01T23:43:59.000Z,FL,"Father first,Gamer second. Variety Gamer/Streamer
Business Email: MastaDingus@outlook.com

https://t.co/weRxRieabr",0,0,0,0,0,152,105,11114,4,1.448046425632301e+18,@NFLSTROUD @YahooSports lack of tourism from that spill caused aided in lack of seat sales? idk,True,
128,Because money loves money. They will say less people in stands was because less tourists came to the gulf coast during the spill. I mean its a stab in the dark but they have the lawyers to argue it..,False,1113503323561312256,214633910,1113412580519874561,41407157.0,everyone,en,2019-04-03 18:07:34,RealWhiskeyTF,https://pbs.twimg.com/profile_images/1578519774920859649/mxpFYbMI_normal.jpg,False,Tango,,False,2010-11-11T21:38:01.000Z,The Ether,"Grey Hat Hacker, Crypto Trader, MS in IT, Bucs and Gators Fan. Military vet and I will own your network (cyber warfare) and stack USDT on futures.",0,0,0,0,0,201,337,6733,5,,@NFLSTROUD @YahooSports Because money loves money. They will say less people in stands was because less tourists came to the gulf coast during the spill. I mean its a stab in the dark but they have the lawyers to argue it.,True,
129,Buenas noches en la Bahía! Los Bucs mantienen en secreto su demanda contra BP y su barco Deepwater Horizon que derramó petróleo destrozando ecosistema en el Golfo de México en 2010. Interesante leer.. 😉👇🏻 . sports yahoo tampa bay buccaneers dp deepwater horizon oil spill damages 001457350 html,False,1113524438593613825,433451093,1113524438593613825,,everyone,es,2019-04-03 19:31:29,Bucs_es,https://pbs.twimg.com/profile_images/1611594268346388480/BZK5ONCx_normal.jpg,False,Cañones y Football,https://t.co/9RawixQB77,False,2011-12-10T15:48:41.000Z,España,Media y Podcast en castellano dedicado a los Tampa Bay Buccaneers. Fundado en 2010. Por y para fans. #VuelveCyF #Bucs,2,0,5,0,0,2624,848,49513,126,1.271532769605288e+18,"Buenas noches en la Bahía! 

Los Bucs mantienen en secreto su demanda contra BP y su barco Deepwater Horizon que derramó petróleo destrozando ecosistema en el Golfo de México en 2010. 

Interesante leer.. 😉👇🏻 https://t.co/3BBkqmy0dD",False,
130,Buenas noches en la Bahía! Los Bucs mantienen en secreto su demanda contra BP y su barco Deepwater Horizon que derramó petróleo destrozando ecosistema en el Golfo de México en 2010. Interesante leer.. 😉👇🏻 . sports yahoo tampa bay buccaneers dp deepwater horizon oil spill damages 001457350 html,False,1113690559267450880,2850340341,1113690559267450880,,everyone,es,2019-04-04 06:31:35,HeliosBaca,https://pbs.twimg.com/profile_images/1445503847116337155/h7wl3Xqk_normal.jpg,False,Helios,,False,2014-10-29T20:33:25.000Z,Yermo postapocalíptico de Urci,"Caballero de España y Corsario buscando el Grial. ""Este es mi barco. Hay muchos como él, pero este es el mío"". Biker Nation. Ad Victoriam. 🏴‍☠️🇪🇸",2,0,0,0,0,95,203,3129,1,,"RT @Bucs_es: Buenas noches en la Bahía! 

Los Bucs mantienen en secreto su demanda contra BP y su barco Deepwater Horizon que derramó petróleo destrozando ecosistema en el Golfo de México en 2010. 

Interesante leer.. 😉👇🏻 https://t.co/3BBkqmy0dD",False,
131,Buenas noches en la Bahía! Los Bucs mantienen en secreto su demanda contra BP y su barco Deepwater Horizon que derramó petróleo destrozando ecosistema en el Golfo de México en 2010. Interesante leer.. 😉👇🏻 . sports yahoo tampa bay buccaneers dp deepwater horizon oil spill damages 001457350 html,False,1113723268056408064,400801993,1113723268056408064,,everyone,es,2019-04-04 08:41:33,TFLFantasyPod,https://pbs.twimg.com/profile_images/1204845150213746688/g8aWAsey_normal.jpg,False,TFL Podcast,https://t.co/Q1xfRoQSnx,False,2011-10-29T16:02:53.000Z,,Un podcast sobre Fantasy Football.Estamos en Itunes e Ivoox. Y también en Spotify https://t.co/Xiimx8lMlR,2,0,0,0,0,628,652,13048,28,,"RT @Bucs_es: Buenas noches en la Bahía! 

Los Bucs mantienen en secreto su demanda contra BP y su barco Deepwater Horizon que derramó petróleo destrozando ecosistema en el Golfo de México en 2010. 

Interesante leer.. 😉👇🏻 https://t.co/3BBkqmy0dD",False,
132,"The Tampa Bay Buccaneers' request to seal the Fifth Circuit's hearing on its challenge to the payout it received from the BP oil spill fund “goes too far by a longshot,"" appeals court says. . bloomberglaw us law week nfl team cant bar public from hearing on bp oil spill claims",False,1115040620173824000,164427428,1115040620173824000,,everyone,en,2019-04-07 23:56:14,MrMcDonaldTrump,https://pbs.twimg.com/profile_images/1019242338827358208/Xhi0yppY_normal.jpg,False,GULF & OIL SPILL NEWS 🇺🇸,,False,2010-07-08T21:23:37.000Z,"Washington, DC",GULF & OILSPILL NEWS 🇺🇸🌊 environmental attorney working to protect blue collar families hurt by BPHorizon. #oilspill Republican who will #VOTEBLUE 2020,5,0,0,0,0,160,343,486,14,,"RT @BLaw: The Tampa Bay Buccaneers’ request to seal the Fifth Circuit's hearing on its challenge to the payout it received from the BP oil spill fund “goes too far—by a longshot,"" appeals court says. https://t.co/HVgUL2CMYu",False,
133,Isn't this a refreshing breeze blowing in from the Gulf Coast?💨 The court denied Tampa Bay Buccaneers bid to have the courtroom sealed for a hearing involving damages from the Deepwater Horizon oil spill . louisianarecord stories 512402083 court denies nfl team s request over deepwater horizon claim,False,1115802435115802624,15573407,1115802435115802624,,everyone,en,2019-04-10 02:23:25,SheillaDingus,https://pbs.twimg.com/profile_images/787397873952493568/W1MdOoXj_normal.jpg,False,Sheilla Dingus,https://t.co/fUDIgpBUVl,False,2008-07-23T22:09:56.000Z,"Kingsport, TN",President/Editor for nonprofit https://t.co/fUDIgpBUVl News/Advocacy/Resource for active and retired athletes  #sportslaw #advocacy #civilrights,2,1,6,0,0,2959,2678,53318,51,1.623811424735703e+18,"Isn't this a refreshing breeze blowing in from the Gulf Coast?💨
The court denied Tampa Bay Buccaneers bid to have the courtroom sealed for a hearing involving damages from the Deepwater Horizon oil spill
https://t.co/q7pH1Iszn4",False,
134,Isn't this a refreshing breeze blowing in from the Gulf Coast?💨 The court denied Tampa Bay Buccaneers bid to have the courtroom sealed for a hearing involving damages from the Deepwater Horizon oil spill . louisianarecord stories 512402083 court denies nfl team s request over deepwater horizon claim,False,1115803865658593280,2778450093,1115803865658593280,,everyone,en,2019-04-10 02:29:06,Gc223G,https://pbs.twimg.com/profile_images/1080641122194673664/rEhoVFCH_normal.jpg,False,Gay Culverhouse,https://t.co/lhNjFBmpuh,False,2014-09-21T02:09:18.000Z,"Florida, USA",NFL player advocate,2,0,0,0,0,105,1161,6275,0,,"RT @SheillaDingus: Isn't this a refreshing breeze blowing in from the Gulf Coast?💨
The court denied Tampa Bay Buccaneers bid to have the courtroom sealed for a hearing involving damages from the Deepwater Horizon oil spill
https://t.co/q7pH1Iszn4",False,
135,Kudos to Judge Costa . SheillaDingus 1115803940413673472 photo 1,False,1115803940413673472,15573407,1115802435115802624,15573407.0,everyone,en,2019-04-10 02:29:24,SheillaDingus,https://pbs.twimg.com/profile_images/787397873952493568/W1MdOoXj_normal.jpg,False,Sheilla Dingus,https://t.co/fUDIgpBUVl,True,2008-07-23T22:09:56.000Z,"Kingsport, TN",President/Editor for nonprofit https://t.co/fUDIgpBUVl News/Advocacy/Resource for active and retired athletes  #sportslaw #advocacy #civilrights,0,1,1,0,0,2959,2690,53372,52,1.6251132676883374e+18,Kudos to Judge Costa https://t.co/r6tkXBjtXR,True,
136,🙌🏼 . SheillaDingus 1115806394727444481 photo 1,False,1115806394727444481,15573407,1115802435115802624,15573407.0,everyone,qme,2019-04-10 02:39:09,SheillaDingus,https://pbs.twimg.com/profile_images/787397873952493568/W1MdOoXj_normal.jpg,False,Sheilla Dingus,https://t.co/fUDIgpBUVl,True,2008-07-23T22:09:56.000Z,"Kingsport, TN",President/Editor for nonprofit https://t.co/fUDIgpBUVl News/Advocacy/Resource for active and retired athletes  #sportslaw #advocacy #civilrights,0,0,1,0,0,2959,2690,53372,52,1.6251132676883374e+18,🙌🏼 https://t.co/s6SPnfK1XG,True,
137,"Hey, Florida voters! That's not just any oil spill spreading into Tampa Bay! That's a Trump Spill™! Trump Spill™! ""When you're running out of things to fuck up and your name is Donald Trump, think Trump Spill™!"" Fuck you, Florida Love, Donald . politico amp story 2019 04 10 trump florida 2020 oil drilling 1264194",False,1116207313931657216,1033582711796129800,1116207313931657216,,everyone,en,2019-04-11 05:12:16,factsimile1,https://pbs.twimg.com/profile_images/1556250538664202245/QaIRRVQU_normal.jpg,False,Charlie Wilde,https://t.co/EUnkmXLh7o,False,2018-08-26T05:11:36.000Z,"Chicago, Oakland, Tampa","Epistemo-Epidemiologist - Personal Music Trainer - “Black Lives Matter” is a sentence, not an organization - read #AmericanSlaveCoast (~);-} @factsimile@mas.to",0,0,0,0,0,9618,9320,76039,2,,"Hey, Florida voters! That's not just any oil spill spreading into Tampa Bay!  That's a Trump Spill™!

Trump Spill™!

""When you're running out of things to fuck up and your name is Donald Trump, think Trump Spill™!""

Fuck you, Florida -
Love, Donald

 https://t.co/hEedPFf4f5",False,
138,Tampa Bay Bucs not entitled to BP oil spill money (something we all can agree on) . s nola I6B5Y4O,False,1132819163607642113,14627353,1132819163607642113,,everyone,en,2019-05-27 01:21:50,benestes,https://pbs.twimg.com/profile_images/874481611336810501/bUNAu2mA_normal.jpg,False,Ben Estes,,True,2008-05-02T15:59:53.000Z,New Orleans,"Sports editor @TribuneAgency |
Alum of @nolanews @chicagotribune @newsobserver |
Nite Tripper. King of Carnival.",1,0,3,0,0,2301,983,30269,175,,Tampa Bay Bucs not entitled to BP oil spill money (something we all can agree on)  https://t.co/xz0b3z1Ggn,False,
139,Tampa Bay Bucs not entitled to BP oil spill money (something we all can agree on) . s nola I6B5Y4O,False,1132820246895759361,2320987273,1132820246895759361,,everyone,en,2019-05-27 01:26:08,NOLAHistoryGuy,https://pbs.twimg.com/profile_images/1619190601198485504/C6ISmUBg_normal.jpg,False,NOLA History Guy,https://t.co/4wigNyxw3Y,False,2014-01-31T15:42:40.000Z,"New Orleans, LA","Edward Branley (me!) is the NOLA History Guy. Former High School History Teacher, now author, writer, & speaker. @yatpundit for politics. he/him.",1,0,0,0,0,6213,4285,103034,85,1.441735605667369e+18,RT @benestes: Tampa Bay Bucs not entitled to BP oil spill money (something we all can agree on)  https://t.co/xz0b3z1Ggn,False,
140,(Azcentral) Court: #NFL's Bucs not entitled to damages from #BP spill : A federal appeals court has ruled that the NFL's Tampa Bay Buccaneers is not entitled to damages from BP for the 2010 Deepwater Horizon oil spill .. . storiesflow 53553761901 nfl bp court bucs entitled damages,False,1132825358628204544,4289485636,1132825358628204544,,everyone,en,2019-05-27 01:46:27,storiesflowcom,https://pbs.twimg.com/profile_images/917886684649357312/aivZ5Pfc_normal.jpg,False,StoriesFlow.com,https://t.co/uULbWD2b7N,False,2015-11-26T21:38:57.000Z,,"https://t.co/M3K6zKhn8Y is a news aggregator, it gathers news from different sources, and continuously monitor breaking news from multiple news websites.",0,0,0,0,0,1012,242,1016017,1915,,(Azcentral) Court: #NFL's Bucs not entitled to damages from #BP spill : A federal appeals court has ruled that the NFL's Tampa Bay Buccaneers is not entitled to damages from BP for the 2010 Deepwater Horizon oil spill               .. https://t.co/W2WoV9o3Y2,False,
141,(Washington Times) Court: #NFL's Bucs not entitled to damages from #BP spill : NEW ORLEANS (AP) A federal appeals court has ruled that the NFL's Tampa Bay Buccaneers is not entitled to damages from BP for the 2010 Deepwater Horizon oil spill. At .. . storiesflow 53553701901 nfl bp court bucs entitled damages,False,1132825436604588033,4289485636,1132825436604588033,,everyone,en,2019-05-27 01:46:45,storiesflowcom,https://pbs.twimg.com/profile_images/917886684649357312/aivZ5Pfc_normal.jpg,False,StoriesFlow.com,https://t.co/uULbWD2b7N,False,2015-11-26T21:38:57.000Z,,"https://t.co/M3K6zKhn8Y is a news aggregator, it gathers news from different sources, and continuously monitor breaking news from multiple news websites.",0,0,0,0,0,1012,242,1016017,1915,,(Washington Times) Court: #NFL's Bucs not entitled to damages from #BP spill : NEW ORLEANS (AP) - A federal appeals court has ruled that the NFL's Tampa Bay Buccaneers is not entitled to damages from BP for the 2010 Deepwater Horizon oil spill. At .. https://t.co/iHwKlWu5d2,False,
142,Tampa Bay Bucs not entitled to BP oil spill money . nola crime 2019 05 tampa bay bucs not entitled to bp oil spill money html,False,1132828856304447488,324878048,1132828856304447488,,everyone,en,2019-05-27 02:00:20,EINBPEnergyNews,https://pbs.twimg.com/profile_images/1301104650645635072/QA5BV_O4_normal.png,False,EIN Presswire: BP Energy Newswire,https://t.co/44nSzkPk8p,False,2011-06-27T11:05:22.000Z,"Washington, D.C.",EIN Presswire is Everyone's Internet News Presswire™. We make issuing and distributing press releases easy and affordable.,0,0,0,0,0,768,542,32598,35,,Tampa Bay Bucs not entitled to BP oil spill money https://t.co/PlcigEcXld,False,
143,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says via . foxnews sports tampa bay bucs not entitled to damages from 2010 oil spill court says. Chris_1791 1132876351109656577 photo 1",False,1132876351109656577,312149882,1132876351109656577,,everyone,en,2019-05-27 05:09:04,Chris_1791,https://pbs.twimg.com/profile_images/1515156640785391617/2YakrjcC_normal.jpg,False,Chris 🇺🇸,,False,2011-06-06T17:20:55.000Z,"Philadelphia PA, USA","Roman Catholic. Pro-Life. Pro-adoption. No-kill animal shelters. Love Cats, Dogs & Animals, T2D.",0,0,0,0,0,63074,24291,1857225,853,,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says https://t.co/dhgBh3pqsQ via @foxnews https://t.co/J6zFyUP4Dd",False,
144,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says . foxnews sports tampa bay bucs not entitled to damages from 2010 oil spill court says. Covensure 1132876474736730112 photo 1",False,1132876474736730112,772667836384874496,1132876474736730112,,everyone,en,2019-05-27 05:09:34,Covensure,https://pbs.twimg.com/profile_images/1448522862990696450/kKQ1EMe0_normal.jpg,False,Covensure Brokerage,https://t.co/AVg2Pix6z6,False,2016-09-05T05:29:02.000Z,"Michigan, USA","A dedicated, caring group of professionals helping seniors identify insurable risks and devising custom strategies to protect themselves and their families",0,0,0,0,0,158,1196,370375,4,9.128822643793592e+17,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says https://t.co/tukaRYxdzg https://t.co/S4YfG3eO6b",False,
